3627.1 0.30151 -3.2237 0.048 0.048
3672.8 0.28175 -3.9265 0.048 0.048
3685 0.26128 -4.8473 0.048 0.048
3739.9 0.24708 -4.8907 0.048 0.048
3450.3 0.31666 -2.5728 0.048 0.048
3261.4 0.33301 -1.9012 0.048 0.048
3124.2 0.34645 -0.9927 0.048 0.048
